total_loc,file_count,avg_complexity,duplication_percentage,team_size,actual_effort_hours,actual_time_days,actual_cost
363420,2999,31.219282764702292,0.5405456922473029,17,116525,1585,14223272
191576,752,31.38937894416969,14.514632679804137,17,104016,1414,6053606
194553,1063,15.325088712813685,24.04364669585211,16,33445,470,3955558
478375,1771,19.469696184061526,33.94426207595119,2,144789,9954,10095445
186125,960,10.383217772584594,35.54568455346069,8,39933,873,2933115
48947,852,21.65518389086686,19.35399880132893,17,14066,191,1511428
428245,1956,18.93479134832378,29.136899491977527,13,129205,2049,15757473
389038,6355,37.42549663387646,12.658183061338306,18,209432,2763,22344857
76203,468,11.968919259854644,13.687456230346298,10,17232,323,2360514
338734,1199,19.204625356696216,7.77854076729255,2,52087,3580,2972640
279904,3065,24.094771690149006,22.477924399729574,2,92358,6349,12660450
113081,766,26.510464502547844,12.582566037094608,14,53343,809,1974344
266456,1146,19.945161295023375,3.3748358575402015,16,77628,1091,8208302
421740,1558,21.69182497987979,27.40024346652715,7,184585,4449,16832672
190228,873,33.67805717424944,28.310128304215926,12,122688,2044,10342926
378792,3306,8.88015559305839,14.399696751162313,14,49404,749,2984918
421001,1925,35.376913376686126,3.068935978240912,4,227065,8514,19410709
486152,3914,15.048123952252386,17.051908696137037,4,116370,4363,4774723
116921,509,26.13025301005849,17.69341832200862,18,65993,870,4488297
2105,7,18.962115235542644,26.746835395915717,3,749,35,24588
464874,2018,20.211051279444668,12.61665565034734,1,148284,19462,13989121
72803,273,27.79843371010953,27.303971191252216,17,37021,503,1201324
158711,3141,4.548529611448767,34.859541670295535,7,27319,658,1115839
470865,2052,16.991328910172786,9.499441694487993,16,123767,1740,3850476
187710,729,21.194091091236547,39.15678224479599,5,66264,2070,4610011
262449,4363,16.443705541441243,15.454725485472277,19,72049,924,9327074
338769,1264,25.4763273642315,10.69034740588247,7,143357,3455,19768432
145490,1274,4.6089956088513375,16.86044730041162,14,24117,366,707728
479371,2215,13.964728983969664,3.7758990361543665,2,112170,7711,11496473
159018,635,7.866150966334738,5.0282362604846265,3,29994,1437,3268449
124540,577,8.980025731564274,16.577361878733257,17,26014,353,2325393
144618,1979,17.212971783215743,30.497780877564004,16,47360,666,5053692
418534,2102,31.182412286763565,36.01248958297964,8,175501,3839,8841704
232466,1240,31.90994629993813,26.592719628650837,18,93131,1228,7790757
266968,970,30.565163378243135,4.208782209526789,15,103345,1507,7318258
338967,2243,13.489088281494823,26.880790487221404,7,80430,1938,2546577
271755,2086,19.228466014688337,25.41711682811888,9,106910,2153,10832371
431826,1818,15.419456334997516,32.23055673173325,6,51782,1402,4369260
16889,110,9.007462683348534,33.00994666608724,18,2611,34,145622
122677,579,18.056402463844698,34.72812303115916,18,36866,486,3007494
304071,1436,9.056581716982153,16.565260583163933,14,41690,632,5035682
473295,1739,16.792955558204923,27.914575814085772,14,111144,1687,13805808
160318,802,31.3323266779064,10.730014356892429,14,64221,974,6707138
123383,702,16.98503248709618,39.97345119934017,4,30876,1157,2495003
219458,2590,18.305369253358293,7.013369655074397,4,46626,1748,4422357
238713,3024,6.196707487787088,0.4045772664334324,15,38601,562,2704077
393833,4446,16.05125266469203,5.95234858072704,15,98719,1439,3598537
388452,4178,33.89152064348326,31.034891581765066,18,257962,3403,18091049
112721,538,8.028644419501394,17.87134706032846,14,18363,278,1633265
478187,2032,22.60236324650691,17.900009912417133,1,193148,25350,18899226
275878,1511,6.933156270143035,38.20091678446674,10,58603,1098,8301356
261169,1015,20.09510896844612,36.78539632112297,10,102025,1912,12350467
235436,790,6.318332095060297,12.447789512160368,10,29301,549,1164979
316085,1239,31.090377038908194,8.362325151234646,2,124395,8552,5304661
1346,6,24.947679257126005,33.939288397349586,8,686,15,22682
11454,62,24.073603460768727,36.240762841774526,1,4244,557,492149
341883,2107,16.055217997842426,21.663876911939475,1,65065,8539,7273999
245261,3449,30.185099328432724,25.17694844468402,4,105654,3962,15660794
309158,2063,22.93010584555281,10.276571387691735,7,129259,3116,11357089
350880,1264,18.85803515714307,32.032107519140986,9,99686,2007,12703379
360223,1429,26.33902883142276,25.284897137960925,16,159979,2249,15187955
138041,1327,4.118710335750846,20.140540451919865,5,16634,519,2222822
423821,2543,13.622285450421812,2.404342243135833,2,93323,6415,10613880
304745,1198,28.62141260693762,36.637398500446146,11,167643,2952,17363610
64823,969,9.377146652768436,24.618056815376242,18,8470,111,791656
92422,629,20.19070440253374,7.707643787718719,19,26867,344,3062466
189639,721,15.96075548186786,24.25544467932211,13,32794,520,2444956
180948,1198,29.408327585178583,27.098534169598935,11,76587,1348,2493286
177159,2552,32.163223873902666,21.03081346732902,19,88561,1136,2231577
430692,2320,35.23721712273552,28.7240695182409,17,349265,4751,28735109
236159,889,13.571159846114302,23.25815791714497,5,57602,1800,5639691
390178,1974,14.434283202336385,37.91078328128593,13,88556,1404,2678852
330228,3098,21.363171915001313,2.1478831439722734,1,85287,11193,4886728
105037,719,3.313430374249228,4.24982833878242,10,14321,268,885957
341121,2098,8.57089239303227,6.946865478173594,8,44366,970,4133288
242483,1244,21.895088549067,27.606842824173285,8,104271,2280,5860313
43033,179,16.953692720793292,25.823834909992346,19,10673,136,346171
264472,3539,35.13231768202254,35.68235440838776,6,134393,3639,5568086
2417,8,6.901753225548985,29.315098115355937,12,369,6,15724
283262,5336,14.150253945653585,20.33421950258369,7,44202,1065,5726384
32754,229,4.9477586274623135,39.673271698545214,16,3077,43,175270
262487,4616,32.858487279958595,10.644318246771967,9,121170,2440,13681295
367936,2481,30.915246089295074,33.327666391418155,10,191591,3592,17974883
47862,263,25.805074232248575,17.071614887756773,10,19182,359,2820042
282772,1589,32.835589850970756,25.94940555502937,10,148322,2781,8226968
386425,4227,23.95059961504931,29.09073881809736,16,220654,3102,8956013
242853,1148,18.941662552070987,25.350163487613454,1,76119,9990,2037318
190955,3120,14.40045273630288,5.620292124343731,17,28365,385,1455826
66045,274,19.40812381608781,17.71804042991731,14,14912,226,1624352
82680,288,15.827673506904851,22.457535117324973,19,21100,270,655863
88458,655,15.864562011561677,33.96175036714387,17,22584,307,1170105
403581,2250,36.24252804820303,17.745829951942895,14,170465,2587,22363318
395935,2735,37.455613914094776,36.74989219217006,8,264635,5788,25347767
302453,5852,30.147107290557845,17.614968921008426,9,135718,2733,3940952
379392,2590,30.53382461716092,21.951194370520465,8,238288,5212,6242861
5787,23,20.851926691593942,31.85142731771204,13,1644,26,45943
258165,1297,10.979470717671898,23.322707376885745,17,47449,645,6758813
428103,5684,11.27612880539398,38.408722895312984,19,129048,1655,16838607
9012,34,21.21130313828463,26.413433220565103,7,3255,78,422636
132914,727,24.793080445440705,20.908378162704043,17,40959,557,5740329
456792,1753,11.498056741846053,0.9436787112318346,1,66040,8667,5658518
109372,560,30.100940756636593,16.54931590321319,5,37089,1159,1934369
412932,2174,11.901718543895647,11.969936770406417,6,80133,2170,5783618
248254,3253,14.25619547936487,29.924226715499568,2,74954,5153,8503705
93570,1018,22.37070457116243,8.331107006141831,16,37926,533,5077694
80267,273,7.531645237729814,8.208803491762872,5,8275,258,633549
98329,917,4.573640764825088,7.580761729495071,5,14507,453,1299820
420330,1427,19.009848185760344,5.024624526249437,12,110646,1844,15615667
429974,2349,31.812655670800194,12.440280146835496,3,187314,8975,6363959
487505,5807,22.746781690572547,35.436884577737004,16,173522,2440,22922065
42578,569,20.78777473533024,30.997138892238198,6,9038,244,367936
368932,3609,25.187593819615962,29.41004865227174,15,170977,2493,14174331
84024,298,3.3248159787418317,31.893472225998508,15,9010,131,436039
228145,1485,34.230559624325494,10.776715573182866,16,95579,1344,9403367
12719,85,2.4557945757622446,35.497667630099514,13,1991,31,184395
262879,2048,34.32385939180607,5.492135005664176,12,78771,1312,5466782
305573,3521,23.057521172567547,13.453829068623278,10,74128,1389,9801905
127809,743,31.48779178488693,23.469924758693715,14,79320,1203,8390131
330088,4000,10.929614383001226,4.116203533680025,2,57103,3925,6495846
140139,541,18.02462705637988,29.205207511056997,3,36400,1744,1440921
364478,2555,13.2051786641157,15.489841928138999,9,78799,1586,10623014
464508,3232,11.76843143365083,31.376226624336002,11,117282,2065,4892444
197013,1169,22.848604336807036,19.71585142338411,11,83206,1465,4073935
347199,2156,13.969699207889052,7.234980977013454,10,54965,1030,2014311
336342,1125,24.77005353033883,29.390472454213775,14,108020,1639,8344188
387094,2077,12.000449976520583,10.085758233557742,9,82001,1651,11103115
248820,3453,15.60400767154838,19.63241205072171,10,69207,1297,3655387
136987,679,26.407084183544168,3.0213307662763045,9,34423,693,2361002
167731,1908,17.02911413342344,24.71466617648147,5,37094,1159,4821798
44425,769,20.093117032022754,26.634310648651088,8,13791,301,1383457
137523,469,22.52674028162083,15.146968398911342,11,45190,795,5319320
87888,361,27.226656275631516,38.17691121284295,1,42276,5548,2021638
8507,28,10.592901037792597,34.96675685928273,10,1332,24,150707
258302,1524,26.09761131489301,28.31763662959979,1,110122,14453,5460881
435548,2379,37.59781840433881,28.546082979749706,7,238256,5743,35345472
59096,641,23.358976696378175,10.096068597686049,14,14682,222,1362272
383745,3434,22.88114382481459,26.272609243537957,5,139440,4357,15398791
424239,1633,27.775585890265948,7.928250609420786,17,157518,2142,5574909
351505,2527,29.480904035130138,5.760128956792885,6,161989,4387,8518236
255766,996,23.871317205122303,39.97871576810321,16,89136,1253,3401990
349384,1537,8.471278591205335,24.895037258926966,11,65079,1146,4602529
16024,169,6.968911432929549,17.23951490628762,10,1697,31,96623
412998,2335,32.76353829924851,11.526580915358053,15,184042,2683,21216342
155502,708,12.016908772062054,24.156817746489097,7,36224,873,1236403
393793,3620,30.091161467272883,1.983740328803445,2,171178,11768,20159242
499597,1938,21.783426242009263,3.7872396201918024,12,158418,2640,4109620
126001,676,18.65466551658035,1.3142679096158538,19,35372,453,1636390
283255,3102,8.636325694762707,19.96679333050647,12,44473,741,5468197
148556,758,9.226661270441577,24.0242651674873,16,30020,422,3499160
14560,48,29.0499119420578,2.499190454312834,6,7575,205,620562
214557,2448,31.10514354996051,28.84897869995666,3,99903,4787,2647205
477772,1879,29.471418216072458,9.215802860582576,2,249956,17184,24817178
305947,3004,20.448633324186382,27.408058150794645,5,118733,3710,8652564
190779,776,24.41265749396149,39.275885601409826,11,77385,1363,4731989
206618,884,23.072058383724233,27.644234802154045,3,73879,3540,7628256
160859,1285,20.70519541253375,35.327722116944344,3,58423,2799,4484543
487425,3707,12.464635084042712,37.9279402697227,5,137537,4298,4403211
40211,162,20.1554957091837,19.47004193409262,11,13276,233,1846340
143526,867,26.16920129256388,28.092999176788275,3,54978,2634,6663559
335984,1443,36.54804798472169,34.07877014223367,13,126277,2003,3451044
465817,5354,10.637618025234982,14.264356514975445,8,96442,2109,8511807
465236,1768,31.47975014600962,10.455892662415796,10,127375,2388,3928128
218634,960,21.954570162143433,37.86394291113355,2,60698,4172,7820796
103474,373,15.656993106347745,29.05214001475272,4,25372,951,2529380
150146,1806,7.702455062569756,8.787285335033053,18,16918,223,717634
402900,2032,20.92146931041141,17.963335707044536,19,133805,1716,3036888
150668,754,14.290298306597924,31.858070781512374,4,36069,1352,869462
68228,493,11.146626780383524,21.882519636737683,9,15785,317,1356839
165588,1005,25.507269076344024,25.998083926635562,16,45543,640,5258784
11746,197,21.55596011724365,30.150728081802093,6,3611,97,128946
439274,1857,26.867062638446434,24.880367552359225,4,186512,6994,9095617
412097,2199,36.463219585507794,21.603172876887832,9,242092,4875,15141351
390440,6059,18.95457714124478,29.98457137551094,13,139893,2219,6763823
430171,1953,16.673676193595206,29.102521417288028,9,98558,1984,6985175
92763,556,21.87645607985359,25.194896007327156,6,29066,787,2695870
397734,6785,14.720287767184686,14.391576535277185,19,98832,1267,10776816
11802,40,10.371344708319313,16.232483688010863,14,1210,18,175801
330150,1149,14.116470762171659,38.81754195536389,15,94421,1376,13314274
41657,233,3.8385934638365358,4.495437291661033,3,5667,271,533358
55417,754,26.10580350743453,10.740196690113413,5,14831,463,1712083
224310,939,12.867875744728174,19.69607036817343,18,45146,595,6483569
97146,561,16.6607175969476,33.46918744575143,14,36545,554,1127462
345766,2752,9.171462924375046,6.547026549189114,16,61639,866,1277931
287163,1661,27.02410452132665,11.078184724984395,14,118778,1802,2835702
490525,2715,20.396769066882435,2.631928711809559,9,155969,3141,14541834
481203,2523,32.22142510704709,28.239410642032738,15,348379,5080,41515748
450535,2810,21.970388753568116,9.528377419024645,7,137326,3310,9299681
343554,1705,13.547992585763115,15.546990026838019,14,67763,1028,6158375
383074,1369,23.543557386179042,17.748057881186714,6,160256,4340,13962724
333968,2375,11.463992229485754,35.65255742425823,15,72739,1060,2350940
268052,1158,19.13667563631685,16.453211613249472,8,62054,1357,3835338
59879,218,11.39943884519411,5.809000796609962,2,9395,645,211637
25553,155,27.957887941789362,20.97259753360484,8,11641,254,400354
403162,2506,10.830172929900879,38.51831978594519,1,82004,10763,10294910
132494,660,23.77638500906652,24.30742564203244,17,45638,620,5833620
99223,501,8.28424381363564,39.3354888184229,19,15493,198,1925052
51856,206,11.289427155634955,33.644292357554804,5,14743,460,1687873
273433,1616,18.518567828799913,1.4386302485365121,16,61276,861,7544954
360364,1205,34.53971759187425,26.335983815081676,7,175489,4230,18817282
329300,5076,14.620769716140929,11.470675102315347,7,63313,1526,6779450
306672,6037,9.781395273795436,22.384674225788956,18,66491,877,7098381
327128,1557,16.784558515725184,11.173807637249062,18,88519,1167,7685711
32654,262,4.688683145530467,13.954816664211616,2,3932,270,264368
214442,1947,9.018138092856024,36.926748470167176,15,43328,631,4979487
264980,2070,22.941267341275775,8.265727395668211,14,87540,1328,5149451
366321,3213,10.092576059885307,34.96436472103322,18,65922,869,5971035
330423,5726,8.505455560413415,1.2183123228198722,9,33019,664,2520545
281673,961,27.351468942644434,3.635061534785935,14,111478,1692,6238408
321845,3059,17.92466575039029,34.187001655370544,5,86679,2708,12716649
32765,140,5.291185127782326,25.222241236367815,11,5399,95,289590
365560,1519,15.665970354931538,29.88944552158201,8,104464,2285,6289578
243822,863,24.49694871321957,8.37670683287417,5,82484,2577,3382369
175444,3043,12.499440447084684,21.48333822360414,11,34327,604,4359099
46697,174,16.27505262849183,29.48876894285219,5,11247,351,1082598
388377,2136,12.296703895073497,25.0925654804105,17,65371,889,6517168
448896,2156,27.032635490557965,18.86795067564838,4,160020,6000,20270210
155282,735,13.271892831454657,38.39135145750859,15,43854,639,2832071
161058,631,22.40324460133278,27.04629333813781,19,73972,948,3341488
72407,542,25.891591586816663,36.31003200964952,2,40322,2772,1846453
391520,1678,26.56814616230978,29.19082046294725,17,174751,2377,20138406
203467,1117,13.6460193152556,29.418541143907326,12,62925,1048,6282115
327079,1317,14.958147344900711,3.2007307903071736,17,63234,860,2960872
303275,1018,16.56070780326999,14.378584874157742,10,55581,1042,2159794
391682,3910,13.60763488385864,34.334776268786335,18,135759,1791,4845150
233104,780,10.916063674650582,9.304154485950239,19,45697,586,4643446
282747,3902,29.58498195510487,4.620234646258647,18,77290,1019,1546992
65272,1290,13.462684718715906,13.044242265551738,13,17909,284,400830
126608,2074,16.17602023654699,8.817515395704557,14,24863,377,1756369
14882,109,18.525074501437526,37.01152779172621,16,4328,60,475541
84791,407,19.795771359394884,34.718665680085245,18,34612,456,3819611
363839,5409,10.230709274135846,19.987329211316165,18,86832,1145,6591883
135328,2631,27.821242803792302,2.453754979354721,16,39102,549,4294946
283253,996,11.807530043494243,28.58249384372625,17,80056,1088,7024313
148050,579,24.930077445440396,24.936469253450582,7,68292,1646,10038998
232550,921,28.05845865571683,38.82218682913984,12,96500,1608,3968063
433382,1598,30.3997264886481,22.358129610815077,2,195888,13467,19214016
338327,1503,24.55689175007021,13.455748936116375,10,154811,2902,12982611
492813,6475,11.279920916157604,20.76086774314223,5,67634,2113,3062509
387358,2586,19.19804927853195,39.17053165618065,3,168406,8069,19787495
130830,566,21.156943451514856,27.85449730132122,19,52321,671,2920351
494136,4114,22.11880758175362,26.879045517082044,13,192775,3058,13421434
71815,323,27.47721695247158,9.627263589035415,12,28113,468,1932149
340478,6066,16.764825985138845,29.744100702424706,3,134344,6437,6951842
388849,3073,17.289488981301155,30.01087317887087,6,161028,4361,12236790
14653,78,9.006993099687081,12.691559351036211,14,2121,32,172935
76825,369,12.18714519986307,19.348553295628527,4,17828,668,2081397
241273,1242,21.990203965111426,11.784133317618242,13,102901,1632,12292441
406715,1812,29.637743533905134,10.348202812971468,19,142911,1833,5803940
55818,1083,21.33082961442477,1.035842809979406,18,15942,210,1547336
394530,5243,32.31441677946291,11.408469786133285,3,219663,10525,29985254
377677,1413,34.24504586942532,22.158797995130996,6,122560,3319,4184475
76577,347,26.197832227957186,0.06404750196115305,16,29549,415,2407617
353118,4513,8.611776697856282,11.328763352386698,3,44133,2114,5187653
134015,514,25.021920653007673,35.256413292930006,12,59378,989,5907747
469709,4248,16.437767634931618,23.745943404294433,19,153366,1967,5072754
207488,1223,9.004673238531495,24.314512963239217,19,19733,253,1412069
335963,3893,26.23543475917493,16.13457220105413,4,149584,5609,12855418
126385,555,12.800252666823152,27.058885739696443,1,40424,5305,6041768
372421,1718,10.104817737742854,7.597310649214366,2,55590,3821,2402545
17868,173,5.348622297552479,32.74987241536766,13,3208,50,473870
146900,552,3.964953089228871,4.667564797435992,13,22129,351,1524676
188514,1254,30.96376519299651,26.24005418612437,2,64310,4421,2960939
92251,749,3.558941531395919,13.645973032787321,19,13467,172,994324
230703,2619,11.68827731577582,29.900518823299073,16,60938,856,6082792
289950,2487,18.870620639949312,21.9905820506408,12,96174,1602,4592756
479167,8632,20.923908452573755,18.09412153914865,1,152409,20003,8822512
171487,875,30.869790430470495,6.77689608372988,9,57890,1165,7588860
299863,1150,8.165639426301722,25.47285857137411,17,67412,917,10103119
212451,1134,20.103246522634496,38.99079373681652,10,75863,1422,4655139
196216,1871,24.658224413206845,33.0241369962806,18,66451,876,2614938
60779,1040,29.234821236753895,2.400327703560472,19,21685,278,2669688
315672,3045,25.304206311587908,15.049175134447644,7,124430,2999,12201511
366907,2382,31.647041844341118,37.02332036761087,19,140539,1802,4645115
626,2,3.4405431975151033,20.121749902280857,15,83,1,11875
314973,3248,18.491705817170892,26.484473032327166,9,86501,1742,2607697
28132,122,12.407106899892957,36.50397382365562,10,8526,159,863652
196882,738,30.63999827721581,34.95178761679523,4,65088,2440,4888879
110445,675,7.598663966634973,20.07281502162044,6,21430,580,1979298
317820,1244,11.761098997762279,17.505852106304083,4,81207,3045,3875023
251369,1332,15.555566346688156,13.587704739183483,5,37136,1160,4064696
217638,1039,6.93227537363829,28.760777726515645,9,24179,486,3500238
499216,2749,16.27560317892221,11.479471978861731,12,160897,2681,12806655
175899,1060,32.50905951782632,9.995504257236005,8,66414,1452,5843407
462620,4257,22.66973425614801,14.249995784151203,5,244552,7642,12515075
135369,1076,22.035937044250655,7.088602275151681,11,25750,453,3500528
179454,1465,25.64630652099447,27.804792637830694,11,76733,1351,11222406
145290,761,14.547680803208813,24.64962597322449,13,35242,559,4307227
35060,438,5.970785157904992,19.315141364633742,14,5015,76,454161
339233,1215,13.775509470431643,15.613031170462186,8,80563,1762,11631974
284760,1237,15.7799278208377,36.36250171586926,18,89134,1176,3565405
429960,2859,28.045184190214545,1.1649513995642113,19,149510,1918,12290291
495437,5525,22.45887592358258,30.764309740291967,12,146262,2437,13147307
133217,492,3.8619662391037157,36.07638286995555,12,24790,413,2081099
179095,699,19.760708366956685,17.854183177197037,18,59682,787,7419330
124585,540,30.21558836531512,22.02761965882587,10,60011,1125,6430321
380362,3226,32.15749071925169,37.77854751528152,7,242776,5852,8852972
281900,1871,30.5691297665293,8.491100611420578,18,137947,1820,8971889
495092,6541,33.95852251057781,20.805393911387394,12,223391,3723,14314893
100658,1034,12.401353942702286,18.988845085128517,14,23333,354,2182386
184745,751,26.88552117887737,10.335705914814802,15,61632,898,3567851
169002,738,8.531719376524597,32.743729214924315,16,37199,523,1311091
432998,2182,28.733728271002654,35.984023790529434,2,206715,14211,21700681
382363,1395,27.252748433864838,31.277303191528354,18,194302,2563,25382603
457090,2334,10.883324173602306,7.814358433944335,12,72819,1213,10275420
330888,1984,30.468893874137017,3.4699454200552626,16,151054,2124,22119621
143266,1060,30.059515047758786,24.217779412213694,13,54914,871,6674532
318908,1118,15.133203075691124,2.2837904203953574,17,66148,899,2524294
468776,6632,33.93485100139838,26.91303554232337,18,313310,4133,41013700
491132,1737,13.212413183996498,21.216968813089707,3,118910,5697,8560902
58045,226,19.559967889570917,26.511429309746543,10,18980,355,2180583
301868,3659,21.121119094694038,23.60683094598976,1,135605,17798,12077637
496232,2594,26.756422465961,16.90810278108691,6,236393,6402,30191829
360589,1352,35.071730854646006,8.03508720560913,3,208729,10001,15720580
13724,71,26.54262217015875,12.228085432419542,19,5845,74,163854
41238,148,24.592186059952954,20.98002296875906,4,17882,670,1652065
418866,1465,17.314575272672755,26.074723745904237,3,157506,7547,6657427
326375,2097,33.97024023189665,31.17932067538114,8,172961,3783,25168816
181260,1255,7.452923081452383,30.686828737962433,8,38441,840,3402228
493645,1737,35.619447280204845,38.907549730443414,7,342269,8251,31475961
240190,1097,15.320442098254624,11.433657946536378,2,50224,3452,6928126
467225,5913,11.903897038197517,2.8444283285374716,6,80386,2177,8134748
140149,2313,23.2143325429817,13.826277421674371,16,48711,684,2891232
8570,44,7.878517921162708,29.731779008963066,10,1271,23,74343
126661,448,10.596782650074326,17.524466041331806,4,27824,1043,2370750
9166,35,10.058687820634374,32.71153722357678,13,1845,29,244755
320405,1463,9.254958257572985,21.9730546074406,10,59006,1106,7276313
299012,3526,12.116927181749368,37.19166890522012,14,90024,1366,13067548
138355,1218,3.9161491999812488,37.91453767996275,9,22187,446,651081
42414,157,14.765156112067817,2.7721802407499485,11,11291,198,619677
202079,2111,7.484985945121167,18.256537588496972,18,28928,381,880192
128238,1072,23.36168554628177,24.38756244998272,11,36652,645,4311752
472742,5737,17.287902684557803,10.234901632488512,17,109829,1493,4207371
247465,1129,33.312950177020134,16.283071175159208,2,54201,3726,1787831
330170,1154,32.86969719456092,27.107261644707933,3,210363,10079,19567416
464551,3962,18.684805954078037,9.069369075934457,11,95946,1689,7051360
439481,2602,32.50286818504368,24.0792541189781,18,200240,2642,22619745
282600,1354,29.946102235279383,27.89791312657224,3,157882,7565,13153465
219467,731,33.9996703093179,3.61985244383467,15,102736,1498,7735352
308884,4053,24.515039618524863,19.90117264109811,11,104334,1837,7857921
383652,2196,11.050046304666203,10.52320119696763,11,41021,722,5469901
430864,2945,28.37555963886505,28.97545423992178,11,252230,4442,18004009
94770,355,21.01981270290502,7.582220341477619,19,31028,398,1965363
267401,1582,24.86018674519252,35.689516621524255,1,160445,21058,10270013
19597,252,10.299163795022134,17.237653460733075,5,3174,99,144601
141967,680,28.770047967329656,7.92012121230214,10,39723,744,5239048
147813,609,31.780953305706944,17.520871854013173,10,85057,1594,3322497
366536,7226,14.644382876366395,16.349750512341114,14,80633,1223,11136981
159268,601,6.741772585962689,17.15675837974841,2,27332,1879,1553846
247226,2561,11.586035961886038,23.422451739897877,4,67823,2543,9286697
333124,1771,31.458492038415848,20.8469489965415,2,175141,12040,21508485
46663,303,21.555954409775577,5.991085267236107,18,13916,183,1331181
20316,88,19.851692927834673,2.6231629058654526,13,5501,87,588778
443556,3106,21.523120918173312,29.176617949061622,19,104768,1344,6533304
234119,875,22.439391173831638,22.38869743713254,5,99048,3095,9374865
315497,1356,16.238289632956654,14.36003072317055,2,94703,6510,5493946
156489,738,17.968582303120876,32.334312899922956,11,52938,932,3827177
97231,390,25.94344782274902,15.522338970438279,18,25633,338,3060737
153138,642,32.5187663262084,31.838603584024302,6,82583,2236,4270468
207024,3509,32.182658784104255,12.230245100494987,10,123943,2323,15994841
63323,425,29.348572342541214,2.91381190180799,17,21596,293,1487203
152378,539,15.71204831056626,37.305587751997166,11,53619,944,4781854
207092,2543,18.736746534696938,15.782045171254925,19,58084,745,8274348
2259,9,21.508606494700462,31.707702913975115,17,923,12,100203
257664,877,32.89684591348724,11.165765328892178,4,111643,4186,11602893
435665,6909,13.831133521210456,25.85460448494624,14,105123,1595,11827284
355018,1609,16.923374050988677,34.93243493030913,4,114507,4294,15957062
134054,802,7.7192384932291755,1.665760893599213,14,14617,221,764568
287086,1473,24.489967368824203,33.22543058744357,4,124502,4668,12415508
427435,5991,18.43142890973859,22.853320198877146,6,57341,1552,4131487
451782,7436,19.49276772286463,24.29887015634277,9,122582,2468,2640561
94001,433,4.9365828251513975,20.926320032239303,12,14983,249,543719
264723,1034,16.438545792420165,34.9790041313457,8,93916,2054,5846172
396433,1614,33.941058714645976,1.7373342894254984,4,194403,7290,18166959
60176,323,8.962631544834213,10.441135661433925,5,7013,219,943891
421668,5624,29.593796520091903,35.03050155436621,6,259079,7016,31826517
218016,982,23.619542003219188,30.09382810127824,5,65174,2036,5991665
174032,1575,29.521693642704346,0.7058064071442338,19,74013,949,2191018
90897,327,6.654290481880109,20.680251328388344,8,11067,242,632676
73347,282,30.817048850006255,21.18290722850699,9,29640,596,2005801
94107,413,19.7783707351706,16.035285405116415,15,22202,323,2238477
220678,768,34.28231041805762,11.895733282479588,4,113068,4240,3215661
150021,2593,30.434347050109672,27.268994016493686,9,71368,1437,6346410
427252,1825,15.969040891280068,8.311618588190154,7,106992,2579,14678274
64577,487,3.92023828719608,31.95794248286824,8,9623,210,1074949
300902,1088,14.431573720065483,32.12148643069887,15,53814,784,6652485
179874,1541,19.896825820983178,16.610457502912823,19,55943,717,6076407
257509,1113,11.12647464489051,11.341920436385905,15,30428,443,1425752
422581,1568,14.307952591021667,11.355127263628528,5,74826,2338,2571238
138217,2287,17.17955286604944,19.291652959848406,19,34026,436,4349672
382415,2559,9.613071163911394,28.78316898997435,7,68059,1640,7514773
38500,160,5.304754393435843,14.35474763975435,6,3572,96,338475
27237,166,13.60471884283048,24.40173381831006,19,8046,103,358906
274129,2346,8.313347367031028,15.299378423303773,17,59363,807,5843387
301209,2869,18.53007663721035,12.180927566055333,10,116279,2180,2799048
419238,5058,23.130941712504907,0.9943806366317665,19,151748,1946,5379328
382258,1446,21.731891808120317,0.15656422941562553,11,96741,1703,5857253
327799,1691,32.762050864689535,9.088307113280178,15,138707,2022,10775588
186740,2702,20.10661119650024,16.256251472039818,10,50217,941,1791410
52987,363,15.631173411863257,34.05044669448241,11,20480,360,728928
392592,2766,20.76240811635832,31.939369717217016,3,133004,6373,15211158
274986,2881,30.2107979708301,10.686610503519596,3,147246,7055,13850477
303450,1909,33.02564151599516,9.781617719371972,18,176016,2322,15733446
311414,2341,31.97231160671641,9.092882842801098,11,144989,2553,11427523
79123,584,22.115310765810335,13.569493621154681,18,17793,234,2614692
365821,1558,12.299910633091553,19.927948782467414,15,75012,1093,1985870
493501,4663,18.899249115268354,17.546710881263017,7,144166,3475,6268558
393670,1870,10.209228846777346,8.730927951259751,10,83921,1573,8742554
338273,1755,34.759358174713306,5.218056397744721,10,161772,3033,6103258
383637,1997,27.8358973610364,0.5031124994478153,13,103146,1636,9965917
184175,853,26.328023645084002,6.158529546660154,15,77862,1135,7304153
389588,2082,17.827340447884637,28.21425480776473,18,109451,1444,16005093
213546,791,29.79487214604293,9.745542773823317,4,43715,1639,5894541
106447,486,10.657435227545877,18.744072404860393,17,21523,292,3076108
289043,1547,6.8285289562610405,23.65204595692979,3,51397,2462,1786986
128677,499,14.489573913100124,35.473636113264284,2,28253,1942,3753673
216954,1076,21.89116294781313,35.55420393573678,4,78137,2930,2874018
474960,3868,24.381640881000152,29.829349347254357,1,214371,28136,21926119
110075,1081,28.201708134721315,1.406279681940057,15,42588,621,4838429
373548,4240,11.52771329272884,23.002816763416597,1,52868,6938,2162880
208106,757,21.22299977837804,31.46333883326026,6,91803,2486,9386463
